ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001199,0.000000212
4,0.000001330,0.000000421
8,0.000004813,0.000002301
16,0.000026479,0.000014719
32,0.000163070,0.000118008
64,0.001079020,0.000918149
128,0.007744317,0.007121232
256,0.040715801,0.038235967
512,0.369534460,0.360883033
1024,2.847269146,2.813673996
2048,20.252783455,20.113848035
4096,157.511530143,156.981691292
