ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001287,0.000000426
4,0.000001084,0.000000453
8,0.000004346,0.000001530
16,0.000018593,0.000010842
32,0.000117670,0.000075539
64,0.000722933,0.000595352
128,0.005356777,0.004850168
256,0.040004080,0.037889415
512,0.313771205,0.305637691
1024,2.437621011,2.406472584
2048,19.885301097,19.761619661
4096,158.283367671,157.792056249
