ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001658,0.000000254
4,0.000001335,0.000000473
8,0.000004886,0.000002314
16,0.000029130,0.000017300
32,0.000191284,0.000145704
64,0.001175101,0.001013967
128,0.005525802,0.004976677
256,0.045374798,0.043333862
512,0.280696891,0.271950455
1024,2.189792227,2.154777969
2048,17.473422927,17.341106265
4096,142.307091872,141.806849350
