ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000069933,0.000000500
4,0.000002989,0.000001030
8,0.000010615,0.000005828
16,0.000062454,0.000043908
32,0.000427452,0.000362984
64,0.003073136,0.002830099
128,0.023589735,0.022636966
256,0.152449746,0.149119804
512,1.301354005,1.292224507
1024,12.229478245,12.201138001
2048,174.020272030,173.901890565
4096,1891.256379163,1890.785016359
