ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000067090,0.000000568
4,0.000003021,0.000001036
8,0.000011043,0.000006069
16,0.000067610,0.000048464
32,0.000435157,0.000372523
64,0.003190546,0.002936093
128,0.024557691,0.023586624
256,0.150334158,0.147033431
512,1.295956972,1.286848598
1024,15.457251726,15.428758701
2048,215.083690053,214.966118573
4096,1581.601940244,1581.132377077
