ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000057770,0.000000522
4,0.000002647,0.000000909
8,0.000008953,0.000004759
16,0.000051814,0.000035312
32,0.000356773,0.000297965
64,0.002528937,0.002315131
128,0.018282831,0.017438525
256,0.107222556,0.104145355
512,0.693830786,0.684659585
1024,4.543849022,4.515606489
2048,36.909860689,36.792697675
4096,292.294365408,291.823773229
