ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001207,0.000000170
4,0.000001394,0.000000442
8,0.000005127,0.000002451
16,0.000031621,0.000018962
32,0.000168923,0.000121258
64,0.001031717,0.000858409
128,0.005117824,0.004591431
256,0.036911609,0.034930890
512,0.291880710,0.283594119
1024,2.304781361,2.273343835
2048,18.796696770,18.670848264
4096,154.135246763,153.633606691
