ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001093,0.000000233
4,0.000000926,0.000000279
8,0.000003276,0.000001377
16,0.000018486,0.000010023
32,0.000121921,0.000074353
64,0.000744626,0.000618639
128,0.005498401,0.005001393
256,0.045144125,0.043004340
512,0.449533481,0.440819500
1024,4.306449425,4.273140372
2048,74.876025220,74.743392228
4096,725.323087982,724.792937231
