label,timestamp,nx,ny,npoints,maxiter,total_cores,best_mpi,best_omp,total_time,interp,norm,reverse,mover
config_d,2026-04-30 02:36:15,500,200,20000000,10,1,1,1,6.625834,3.061620,0.003018,0.000571,3.560625
config_d,2026-04-30 02:36:15,500,200,20000000,10,2,2,1,3.507529,1.662481,0.003115,0.000555,1.841378
config_d,2026-04-30 02:36:15,500,200,20000000,10,4,4,1,1.742270,0.827053,0.003025,0.000558,0.911634
config_d,2026-04-30 02:36:15,500,200,20000000,10,8,8,1,0.974138,0.469998,0.003384,0.000613,0.500143
config_d,2026-04-30 02:36:15,500,200,20000000,10,16,16,1,0.580318,0.266780,0.004127,0.000670,0.308741
config_d,2026-04-30 02:36:15,500,200,20000000,10,32,16,2,0.592094,0.275291,0.004207,0.000795,0.311801
config_d,2026-04-30 02:36:15,500,200,20000000,10,64,16,4,0.786559,0.471219,0.004375,0.000861,0.310104
